prob	year	artist	song	snippet	url	features
0.42	2022	OHGEESY	Gallery	the hips / Bought her two BBLs and it cost a brick / Dropped a twenty ball in Gallery Department / Spent a	https://genius.com/Ohgeesy-gallery-lyrics	kilo term; num near kilo (twenty); plausible $K; price word
0.42	2022	al.divino (Ft. BoriRock, BRAVDON & SHAYKH HANIF)	DRYWALL	the game fucked up when the prices is low (Brrt) / A brick like twenty-eight, I used to charge thirty	https://genius.com/Aldivino-drywall-lyrics	kilo term; num near kilo (twenty-eight); plausible $K; price word
0.42	2025	Nino Toka	Sexyy Red	know how to get paid, where the fuck you going / Bust a brick twenty ways, now it's fucking snowing 	https://genius.com/Nino-toka-sexyy-red-lyrics	kilo term; num near kilo (twenty); plausible $K; price word
0.42	2014	Rick Ross (Ft. Fat Trel, French Montana, Gunplay, Rockie Fresh, Tracy T & Wale)	Finals 2	humans / 17 fire, what the fuck was you doin'? / Your bricks were 30 apiece and 28 if you knew him	https://genius.com/Rick-ross-finals-2-lyrics	kilo term; num near kilo (30); plausible $K; apiece
0.42	2023	DJ Kay Slay (Ft. BILLBOARD BABY, China Mac, DJ Paul, E-Class Hoodies, E. Ness, Jakk Frost, Kaflow Kaboom, Majesty (Live Squad), Neek the Exotic, O.C., PT Capone, Termanology, Tony Moxberg, Wais P & Young Poppa Hoodies)	Rolling 200 Deep X	No feeling! / Big guns under the chin, paint ceiling / Twenty bricks, quarter a piece, half million / Run in your crib	https://genius.com/Dj-kay-slay-rolling-200-deep-x-lyrics	kilo term; num near kilo (twenty); plausible $K; apiece
0.42	2025	Day1 Lil Willie (Ft. Baby Kia & Baby Krank)	Crank Up	fifty more bricks / Balling like a bitch with all these bricks / Dropped a piece up in the Draco, this bitch	https://genius.com/Day1-lil-willie-crank-up-lyrics	kilo term; num near kilo (fifty); plausible $K; apiece
0.42	1997	Remedy Ross	Everything is Real	beyond regional doubt / The stash house, next crash house / The thirty six Z's for a brick in the smash	https://genius.com/Remedy-ross-everything-is-real-lyrics	"kilo term; num near kilo (thirty six); plausible $K; 36 = ounces?; ""for a brick"""
0.42	2025	Shy Glizzy	Scarred 4L	m tryna have another kid / By the time I was twenty-five, I already sold a hundred bricks / Oops, I	https://genius.com/Shy-glizzy-scarred-4l-lyrics	kilo term; num near kilo (twenty-five); plausible $K; price word
0.39	0	Nephew100 (Ft. Jose Guapo)	Aint Going Broke	t been broke since 06 / Plug called, I need more bricks / [?] go fish / [?] for the [?] / Tryna get the money, nigga	https://genius.com/Nephew100-aint-going-broke-lyrics	kilo term; num within 50ch (06); plausible $K; price word; drug context
0.39	2017	Gucci Mane	Smiling in the Drought	legit / Soon as I got that 20 mil I bought a thousand bricks / Bought my bitch a dog named Dollar	https://genius.com/Gucci-mane-smiling-in-the-drought-lyrics	kilo term; num within 50ch (20); plausible $K; price word; money unit
0.39	2019	Genius English Translations	Скриптонит (Scriptonite) - Колёса (Kolesa) (English Translation)	twenty / Twenty or fewer grand on all cases and kicks / Grand on «once upon a time» / This brick could be	https://genius.com/Genius-english-translations-scriptonite-kolesa-english-translation-lyrics	kilo term; num within 50ch (twenty); plausible $K; price word; money unit
0.39	2019	The Plug (Ft. Anine (UK), Polo G & Swarmz)	Telescope	Trap jump like 23 / I just re-repeat / I just sold a key / All these notes on me / Your life	https://genius.com/The-plug-telescope-lyrics	kilo term; num within 50ch (23); plausible $K; price word; drug context
0.39	2019	YG (Ft. Arin Ray, Meek Mill & Rose Gold)	Heart 2 Heart	me at least twenty times / He in the hood selling bricks, tryna flip a nine / Got locked, went up for	https://genius.com/Yg-heart-2-heart-lyrics	kilo term; num near kilo (nine); plausible $K; drug context
0.39	2020	Kevin Gates	Wonderland	bitty bitch / Flip four hunnid like back from the touchdown / Twenty to a brick like damn it's me / Your	https://genius.com/Kevin-gates-wonderland-lyrics	kilo term; num near kilo (twenty); plausible $K; drug context
0.39	2021	YG Teck (Ft. Pooh Shiesty)	Trap Mode	clippin', I done got my phone up (Bang) / I made a buck-thirty off a brick of coke in a	https://genius.com/Yg-teck-trap-mode-lyrics	kilo term; num near kilo (thirty); plausible $K; drug context
0.39	2025	DJ Vlad	Ali Siddiq on Finding Out His Father Smoked C***k After Dad Got Robbed	"drug dealer. And I'm like, ""Oh, let's buy a kilo together."" So I gave him 17 thousand. He"	https://genius.com/Dj-vlad-ali-siddiq-on-finding-out-his-father-smoked-ck-after-dad-got-robbed-annotated	kilo term; num within 50ch (17 thousand); plausible $K; price word; money unit
0.39	2010	Yo Gotti (Ft. Starlito, Waka Flocka Flame & Zed Zilla)	Blow Your Ass Off	Im a dope boy Im a whole brick quoter / Mister eighteen-five mister mix it with the soda / Mister shoot	https://genius.com/Yo-gotti-blow-your-ass-off-lyrics	kilo term; num near kilo (eight); plausible $K; drug context
0.39	2023	Mesci (Ft. Levy Da Don & Smoooth)	What I Need	my dope boy tee / I need a plug who got bricks for the low / If I sell 10 more / He	https://genius.com/Mesci-what-i-need-lyrics	kilo term; num within 50ch (10); plausible $K; price word; drug context
0.39	2025	Sematary	Gucci Mane - GUCCI THE ESKIMO (SEMATARY HAPPY WHEELS REMIX)	I sold bricks for real, them white dragons / Sixteen to twenty-two-five, I'm high taxin' / Depends on what	https://genius.com/Sematary-gucci-mane-gucci-the-eskimo-sematary-happy-wheels-remix-lyrics	kilo term; num within 50ch (six); plausible $K; price word; drug context
0.39	2013	Ace Hood (Ft. Future, Rick Ross & Trae tha Truth)	Bugatti (Trae tha Truth Remix)	struggle now she livin' carefree / That's why I hustle for half a key that's 12 G's / I	https://genius.com/Ace-hood-bugatti-trae-tha-truth-remix-lyrics	kilo term; num near kilo (12 g's); plausible $K; money unit
0.39	2013	E-40	Got That Line	soup, not chicken broth / Promethazine, no cough; six-fifty with a brick of boat cost / If coke cost too much	https://genius.com/E-40-got-that-line-lyrics	kilo term; num near kilo (six-fifty); plausible $K; drug context
0.39	2017	Shakewell	Voodoo Walk	my soul / Blocks hot, Glock cocked, two hits from the forty-five / Sniffed a key of coke, now my boogers	https://genius.com/Shakewell-voodoo-walk-lyrics	kilo term; num near kilo (forty-five); plausible $K; drug context
0.39	2025	Joe Green, OJ da Juiceman & Yung Ralph (Ft. Nard & B)	Like Me	starter but I get it out the pinch / Cost me forty-two thousand for a whole brick of fent / It	https://genius.com/Joe-green-oj-da-juiceman-and-yung-ralph-like-me-lyrics	kilo term; num within 50ch (forty-two thousand); plausible $K; price word; money unit
0.36	2002	50 Cent (Ft. G-Unit)	Whoo Kid Freestyle	Fucking Arabs just ran the fucking planes into the building / The coke price went up 10 grand this fucking week 	https://genius.com/50-cent-whoo-kid-freestyle-lyrics	weak kilo term; num near kilo (10 grand); plausible $K; price word; money unit; drug context; number counts other noun
0.35	0	Geez Francisco	Backporch Geez	beats the ribs crack when I speak / Every sixteen is a key / Sold marijuana for a couple weeks, used to	https://genius.com/Geez-francisco-backporch-geez-lyrics	kilo term; num near kilo (six); plausible $K; price word; number counts other noun
0.35	2011	Pusha T	Speakers Going Hammer (Freestyle)	niggas free to go / It was all good just a key ago / Price for the 20 all I need to	https://genius.com/Pusha-t-speakers-going-hammer-freestyle-lyrics	kilo term; num near kilo (20); plausible $K; price word; number counts other noun
0.35	2019	Conway the Machine	The Basement	Naw, none of that shit) / Y'all niggas 17, sellin' a key a day (Uh-huh) / Jack-boys jumpin' out	https://genius.com/Conway-the-machine-the-basement-lyrics	kilo term; num near kilo (17); plausible $K; price word; number counts other noun
0.35	2025	Bryan Ferry & Amelia Barratt	Demolition	turn / With each day that passed / In one day fifty bricks were unstuck / Eventually the mortar chipped off / The buyer	https://genius.com/Bryan-ferry-and-amelia-barratt-demolition-lyrics	kilo term; num near kilo (fifty); plausible $K; apiece; number counts other noun
0.35	2020	Peezy (Ft. Mack Nickels & Polo)	Get Paid	least a half a key (Sixteen) / I swear I seen a ticket, that's speakin' modestly (Modestly) / Niggas get a	https://genius.com/Peezy-get-paid-lyrics	kilo term; num near kilo (six); plausible $K; price word; number counts other noun
0.32	0	J $tash	Nuthin'	your porch / Dope money, coming in, coming out / Thirty bricks a day, bitch we ain't running out / Been a	https://genius.com/J-stash-nuthin-lyrics	kilo term; num near kilo (thirty); plausible $K; drug context; number counts other noun
0.32	2014	J $tash (Ft. A$AP ANT)	Nuthin Remix	porch / Do-Dope money coming in coming out / Thirty bricks a day bitch we ain't running out / Been a	https://genius.com/J-stash-nuthin-remix-lyrics	kilo term; num near kilo (thirty); plausible $K; drug context; number counts other noun
0.32	2015	Jadakiss (Ft. Styles P)	Synergy	Benz truck) / When I was 19, I said I could sell a key a day / (It ain't hard work	https://genius.com/Jadakiss-synergy-lyrics	kilo term; num within 50ch (19); plausible $K; price word; drug context; number counts other noun
0.32	2016	Gatos Comuneros	Hello	ozone (Hello) / This Scorpio Sub Zero / 27 years old, worth a thousand Kilos / Belenciaga Records esos son los mios (hello	https://genius.com/Gatos-comuneros-hello-lyrics	kilo term; num within 50ch (27); plausible $K; price word; money unit; number counts other noun
0.32	1993	DJ Sound (Ft. Dirty Red (Da Don))	Campaigning	in my hand I shot the fan from the ceilin' / Twenty-two G's, five Ki's, now I'm	https://genius.com/Dj-sound-campaigning-lyrics	kilo term; num near kilo (five); plausible $K; money unit; number counts other noun
0.29	2011	Trae tha Truth (Ft. Meek Mill & Pusha T)	So Far To Go	of Hard Knocks, made the honor roll / 7 grams to a key, I was on a roll / Haters couldn't	https://genius.com/Trae-tha-truth-so-far-to-go-lyrics	kilo term; num near kilo (7 g); plausible $K; drug context; oz/gram nearby
0.28	0	Al-D (Ft. Lil' Keke)	Hurtin Inside	And this K-I-N-G, has potential to be / A lock and a key, my 20/20 can see	https://genius.com/Al-d-hurtin-inside-lyrics	kilo term; num near kilo (20); plausible $K
0.28	0	Bookey & El Fetti	Friendly Reminder	grew / What the buiness be, Fuck you talking bout? / A whole thing for 10 pounds, we can swap it out	https://genius.com/Bookey-and-el-fetti-friendly-reminder-lyrics	"weak kilo term; num near kilo (10); plausible $K; ""brick for N""; other drug"
0.28	0	Christopher Evans	Cycles in Nature	the maintenance of oxygen concentration in the atmosphere, at approximately 20%. It is also a key process by which carbon	https://genius.com/Christopher-evans-cycles-in-nature-annotated	kilo term; num near kilo (20); plausible $K
0.28	0	D.I.T.C. (Ft. Big Pun & KRS-One)	Drop It Heavy (Buckwild Remix)	s for the Range but I got 'em down / To twenty and a brick, now I'm out wit this	https://genius.com/Ditc-drop-it-heavy-buckwild-remix-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	0	Jay Weezy	Smile	gyal if my mouth's full of lip gloss / Only twenty-two and twenty-two's what the brick costs 	https://genius.com/Jay-weezy-smile-lyrics	kilo term; num near kilo (twenty-two); plausible $K
0.28	0	Lindsay Little	Perception of the X	"devout and vertical / Beguiled the world. / He opened us — / Who was a key. / Who was a man."" (1968) / August 7"	https://genius.com/Lindsay-little-perception-of-the-x-annotated	kilo term; num near kilo (19); plausible $K
0.28	0	OJ da Juiceman & Project Pat	Burglar Bars	to cook in my kitchen / Check in my invintory, 20 bricks dropped in / Arm and Hammer baking soda, get your	https://genius.com/Oj-da-juiceman-and-project-pat-burglar-bars-lyrics	kilo term; num near kilo (20); plausible $K
0.28	0	Pimp C	True Story	push bricks / So I hit the fuckin' slab for the 16.5 / Fuck scorin' at the crib cause that shit	https://genius.com/Pimp-c-true-story-lyrics	kilo term; num near kilo (16.5); plausible $K
0.28	0	Teebone (Ft. God's Gift)	MIC Tribute Update	True killa bees, never ever cease / 'Cause originality is the key / A tribute to 21 MCs / Who mash up the	https://genius.com/Teebone-mic-tribute-update-lyrics	kilo term; num near kilo (21); plausible $K
0.28	0	Tim Minchin	Fat Children	just gets short of breath / Cause he's thirty-five kilos above the ideal weight / Of thirty-five kilos for	https://genius.com/Tim-minchin-fat-children-lyrics	kilo term; num near kilo (thirty-five); plausible $K
0.28	1993	UGK	Pocket Full of Stones (Port Arthur Remix)	mine / Got my money totaled for a big time spree / 17-5, I got a bird - yeah key! / Put my	https://genius.com/Ugk-pocket-full-of-stones-port-arthur-remix-lyrics	kilo term; num near kilo (17-5); plausible $K
0.28	2008	OJ da Juiceman (Ft. Gucci Mane)	Good Night	that street life / VVS diamonds, everybody say goodnight / Twenty bricks a night made your girl say goodnight / Twenty bricks a	https://genius.com/Oj-da-juiceman-good-night-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	2013	Jeremy J. Vaudo , Michael R. Heithaus	Microhabitat Selection	organism's physiology, however, is environmental temperature because it is a key determinant of physiological performance within poikilothermic organisms [15	https://genius.com/Jeremy-j-vaudo-michael-r-heithaus-microhabitat-selection-by-marine-mesoconsumers-in-a-thermally-heterogeneous-habitat-behavioral-thermoregulation-or-avoiding-predation-risk-annotated	kilo term; num near kilo (15); plausible $K
0.28	2014	Eddie Perfect (Ft. Jolyon James, Shane Jacobson & Shane Warne the Musical Company)	Run	Now would you take a look at me? / Saints jumper number twenty-three / A brick shithouse of an opponent / I	https://genius.com/Eddie-perfect-run-lyrics	kilo term; num near kilo (twenty-three); plausible $K
0.28	2014	Lil Durk	Feds Listenin'	"let's do it, say no more"" / ""I got 10 bricks for you, let's get it"" / I heard the"	https://genius.com/Lil-durk-feds-listenin-lyrics	kilo term; num near kilo (10); plausible $K
0.28	2015	£R MMF (Ft. C Biz)	The Game's Mine	less / Fuck a 10 I'm in the den / I sell a brick I'm makin 10 / Free my little	https://genius.com/R-mmf-the-games-mine-lyrics	kilo term; num near kilo (10); plausible $K; price word; dup snippet
0.28	2016	Tacocat	I Hate the Weekend	job / Just to act like a fucking slob / Save 16 bricks for the façade / I hate the weekend / I hate	https://genius.com/Tacocat-i-hate-the-weekend-lyrics	kilo term; num near kilo (16); plausible $K
0.28	2017	MLK+ (Ft. Ameriqa, May Wave$, O.T & Ploty)	Thank God My Bitch Bad	- Да / - Да? / - Да-да, с ключами / I get a key, угу / Ей 21, но не Savage / Отличница любит, чтоб	https://genius.com/Mlk-thank-god-my-bitch-bad-lyrics	kilo term; num near kilo (21); plausible $K
0.28	2018	Lil Baby & Gunna	Business Is Business	got on Soldier Re's, they're classics / I got a 31 doin' gymnastics / I sold a brick, it was	https://genius.com/Lil-baby-and-gunna-business-is-business-lyrics	kilo term; num within 50ch (31); plausible $K; price word
0.28	2019	Hamza (Ft. 13 Block)	Clic clac	ken en boucle / Puis j'la tej en route / Là c'est Saucegod, 13 Blo / Chop bricks sur l'tempo	https://genius.com/Hamza-clic-clac-lyrics	kilo term; num near kilo (13); plausible $K
0.28	2019	Mustard & Migos	Pure Water	coast 6-4 jump like a trampoline (6-4) / Take a brick out, put it on a triple beam (Brick	https://genius.com/Mustard-and-migos-pure-water-lyrics	kilo term; num near kilo (6-4); plausible $K
0.28	2019	Peso Peso (Ft. SSG Splurge)	No Names	t get up / I was 16 when I was pickin bricks up / Nigga want grease, hit your whole clique up	https://genius.com/Peso-peso-no-names-lyrics	kilo term; num near kilo (16); plausible $K
0.28	2019	SSG Splurge (Ft. Peso Peso)	No Names	up (Blaw, blaw) / I was sixteen when I was pickin' bricks up / Nigga want grease, hit yo' whole clique up	https://genius.com/Ssg-splurge-no-names-lyrics	kilo term; num near kilo (six); plausible $K
0.28	2020	Benny the Butcher	3:30 in Houston	Yeah, extra twenty off a brick / Those the benefits of a drought, nigga / I can't even sit on a	https://genius.com/Benny-the-butcher-3-30-in-houston-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	2020	FredRarrii (Ft. Moneybagg Yo)	Hellcat	and tell that (Yeah) / Thirty on my wrist, that's a brick (Check) / Twenty in Hermes on my chick (Check	https://genius.com/Fredrarrii-hellcat-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	2020	Freeze Corleone (Ft. Stavo)	Numérologie	dépassé le quart et la moitié depuis, trois fois, nonante kilos / Formation 9.3 (ekip), sur la liste : neuf proies	https://genius.com/Freeze-corleone-numerologie-lyrics	kilo term; num near kilo (9.3); plausible $K
0.28	2020	Tee Grizzley (Ft. Payroll Giovanni)	Payroll	"to stay, I told the bitch, ""Leave"" / This watch over thirty K, this a brick sleeve / This some small beneficial"	https://genius.com/Tee-grizzley-payroll-lyrics	kilo term; num near kilo (thirty); plausible $K
0.28	2020	Trinder (Ft. DEEZY®400)	Baddie	just hit a lick / I ain’t hit one in a bit / Got a 40 with a key / I intend	https://genius.com/Trinder-baddie-lyrics	kilo term; num near kilo (40); plausible $K
0.28	2021	Genius English Translations	ZEU - 2X FEAT. SOUL6 (English Translation)	plan at least 2 catches / X2 filtered, bitch, need the kilo for 2.4 / Need the kilo for 2.4	https://genius.com/Genius-english-translations-zeu-2x-feat-soul6-english-translation-lyrics	"kilo term; num near kilo (2.4); implausible value 2.4; ""brick for N"""
0.28	2021	Icewear Vezzo	Live In STL	with that thirty on it, he do the jumping jacks / Sold a brick, took a basket out it, gave a	https://genius.com/Icewear-vezzo-live-in-stl-lyrics	kilo term; num within 50ch (thirty); plausible $K; price word
0.28	2021	Icewear Vezzo (Ft. Future)	Tear the Club Up	a curb (Skrrt) / Rollie blown and it's Audemars, this cost me thirty birds (Cost me thirty birds) / Told my	https://genius.com/Icewear-vezzo-tear-the-club-up-lyrics	kilo term; num near kilo (thirty); plausible $K
0.28	2021	Joell Ortiz	In My Feelings	I'm weaving 'em let's begin / In '07 the Brick dropped, Hip Hop made a pit stop / On this	https://genius.com/Joell-ortiz-in-my-feelings-lyrics	kilo term; num near kilo (07); plausible $K
0.28	2021	ghostsinaloa (Ft. Savoke)	In The Morning (Lookin 2)	wrist (On the wrist) / On the wrist yea that shit cost a brick (Cost a brick) / 9 to 5, yea	https://genius.com/Ghostsinaloa-in-the-morning-lookin-2-lyrics	kilo term; num near kilo (9); plausible $K
0.28	2022	Drego & Beno	Provolone	the game, he play for the Mets / Could make one-twenty off a brick, yeah, I'm a vet / Bitch	https://genius.com/Drego-and-beno-provolone-lyrics	kilo term; num near kilo (one-twenty); plausible $K
0.28	2022	SpliffJit	Never Liked Me	my shit together) / Fuck a twenty-eight, put me a brick together (Put a brick together) / Go half on a	https://genius.com/Spliffjit-never-liked-me-lyrics	kilo term; num near kilo (twenty-eight); plausible $K
0.28	2023	Big Daddy Marc	Dreams and Nightmares	s beef, I turn my enemies to memories / With them bricks they go for 40, ain't no 10 a	https://genius.com/Big-daddy-marc-dreams-and-nightmares-lyrics	kilo term; num near kilo (40); plausible $K
0.28	2024	Mook TBG (Ft. P3k On 1Thou)	Google a Million (Remix)	My hood been dry for so long (Yes) / He need a brick, he need a brick / Twenty-five ki's	https://genius.com/Mook-tbg-google-a-million-remix-lyrics	kilo term; num near kilo (twenty-five); plausible $K
0.28	2024	Redman, Naughty By Nature & Queen Latifah (Ft. Artifacts, Channel Live, Heather B., Lady Luck, Lords of the Underground, Nikki D, Rah Digga & Shaquille O'Neal)	Lite It Up	get rich over 16's (Let's go) / I never sold a brick, but The Bricks' on my back / So	https://genius.com/Redman-naughty-by-nature-and-queen-latifah-lite-it-up-lyrics	kilo term; num within 50ch (16); plausible $K; price word
0.28	2024	Tommy Cash	HIGH FASHION	action, high… (Ooouh) / Diet, I'm on a diet / 40 kilos for my client / A hare, hare, hare / Fly to	https://genius.com/Tommy-cash-high-fashion-lyrics	kilo term; num near kilo (40); plausible $K
0.28	2024	Woodboy Gee	Mind Body and Soul	a brick, I'ma just cut the corner and serve a twenty-eight (It's a brick) / Drive-thru, twenty	https://genius.com/Woodboy-gee-mind-body-and-soul-lyrics	kilo term; num near kilo (twenty-eight); plausible $K
0.28	2024	cxupsean	Trapn early	This extendo mag, I know this shit hold more than thirty / Chop a brick, bag it up, that's a	https://genius.com/Cxupsean-trapn-early-lyrics	kilo term; num near kilo (thirty); plausible $K
0.28	2025	OzzCash	Hardest Way	lizzy trapping, doing bits and bobs / Yeah, my uncle got a twenty selling bricks of tops / So I watch out	https://genius.com/Ozzcash-hardest-way-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	2006	Bootleg (Ft. Top Authority)	Knock, Knock	to GA / Got to see my (???) / Nigga, I hit a lick / Came up on 14 bricks / We're the shit /  	https://genius.com/Bootleg-knock-knock-lyrics	kilo term; num near kilo (14); plausible $K
0.28	2012	Rick Ross	Pirates	get richer than Trump / I'm rollin' the dice, four, five, six / Young nigga, nineteen, four or five bricks / Prayin	https://genius.com/Rick-ross-pirates-lyrics	kilo term; num near kilo (five); plausible $K
0.28	2013	Fredo Santana (Ft. Capo (GBE) & Shorty Six)	Get Em In The Drought	Get them birds coming in and they coming out / 8 for key, he want a 8 for key / You talking	https://genius.com/Fredo-santana-get-em-in-the-drought-lyrics	kilo term; num near kilo (8); plausible $K
0.28	2016	Boosie Badazz (Ft. Lil Durk & Young Thug)	Choppers N Gunz (Remix)	top, I don't need sex / And when I seen a brick it was summer of 06 / I flooded out	https://genius.com/Boosie-badazz-choppers-n-gunz-remix-lyrics	kilo term; num near kilo (06); plausible $K
0.28	2016	Flowz Dilione	Dreamchasers	Cut down some lemon trees, went and made lemonade / Ninety for seven, three hundred for twenty-eight / Birds go for	https://genius.com/Flowz-dilione-dreamchasers-lyrics	kilo term; num near kilo (twenty-eight); plausible $K
0.28	2024	glass beach	guitar song	Twenty-eight birds go along for a walk / Twenty-six birds tug the wheat from the stalk / Twenty-four birds	https://genius.com/Glass-beach-guitar-song-lyrics	kilo term; num near kilo (twenty-six); plausible $K
0.28	1992	Kilo Ali	Kilo Is The Man	he do not play / Funky funky DJ from Atlanta GA / Kilo was born in nineteen seventy-tree / And now they	https://genius.com/Kilo-ali-kilo-is-the-man-lyrics	kilo term; num near kilo (nine); plausible $K
0.28	2012	Inglourious Bastardz (Ft. 10vers, Amanite, Furax Barbarossa, Jeff Le Nerf, M-etik, Neka & Swift Guad)	Inglourious	et chaud comme Spirito et Carbone / Tropico et Calzone, 10 kilos c'est aç-comme / Ça joue les bonhommes pourtant	https://genius.com/Inglourious-bastardz-inglourious-lyrics	kilo term; num near kilo (10); plausible $K
0.28	2013	Meek Mill	Kendrick You Next	low / And I'm like a brick of Diesel, it cost 60 for the flow / You ain't a gangsta	https://genius.com/Meek-mill-kendrick-you-next-lyrics	kilo term; num near kilo (60); plausible $K
0.28	2015	Sam's	Darknight	Argent sale on reste des salauds / Fort dans les calculs, quand il faut se refaire 30 kilos c'est ballot /  	https://genius.com/Sams-darknight-lyrics	kilo term; num near kilo (30); plausible $K
0.28	2016	AR-AB	All The Way Up (Freestyle)	It's a long story with 33 chapters / Quarter brick, half a brick, quarters for cheap / If you're a	https://genius.com/Ar-ab-all-the-way-up-freestyle-lyrics	kilo term; num near kilo (33); plausible $K
0.28	2016	Trouble	Countdown	that on your head, you playin’ / Six times six, that thirty-six, but don’t give a brick / That seven	https://genius.com/Trouble-countdown-lyrics	kilo term; num near kilo (seven); plausible $K
0.28	2019	Kaos (UK) (Ft. Fredo)	Take Risks	the shower I’m drip dressing / 'Bout 20 man was brick pressing, that ain’t nothing like a gym session	https://genius.com/Kaos-uk-take-risks-lyrics	kilo term; num near kilo (20); plausible $K
0.28	2019	Snap Capone (Ft. S Wavey)	Riviera Riding	unwrapped a fucking bird? / The streets turned the boy into a man quick / Forty-five hollows in a man's	https://genius.com/Snap-capone-riviera-riding-lyrics	kilo term; num near kilo (forty-five); plausible $K
0.28	2019	TLZ Clan	Moment d'amour	grave parano Tony a tué Many / Plus de 60 kilos c'est le bilan de l'année / Mais c'est	https://genius.com/Tlz-clan-moment-damour-lyrics	kilo term; num near kilo (60); plausible $K
0.28	2020	NAREK	Mijn Verhaal	halen dan / Twaalf jaar en ik voelde me dik, 60 kilo was een echte schrik / Nu ben ik in de	https://genius.com/Narek-mijn-verhaal-lyrics	kilo term; num near kilo (60); plausible $K
0.28	2020	Stove God Cooks & Roc Marciano	Rolls Royce Break Lights	patience is a virtue (Patience is a virtue) / God is a alien, pour it from a bird view / Thirty-two	https://genius.com/Stove-god-cooks-and-roc-marciano-rolls-royce-break-lights-lyrics	kilo term; num near kilo (thirty-two); plausible $K
0.28	2021	Soulja Boy	What You Heard?	like Vince Carter / Swim just like six-feet-deep water / Twenty-five bricks, that's a new quarter / Cook the	https://genius.com/Soulja-boy-what-you-heard-lyrics	kilo term; num near kilo (twenty-five); plausible $K
0.28	2022	French Montana, Stove God Cooks & DJ Drama (Ft. Coke Boy Cheeze)	Intro	view (View), Whoopi Goldberg / A hundred for an eight, about a quarter for the whole bird (Whole bird) / Thirty million	https://genius.com/French-montana-stove-god-cooks-and-dj-drama-intro-lyrics	kilo term; num near kilo (thirty); plausible $K
0.28	2023	Harry Carter (Ft. Favi, ReezyBag & Zayy The Dino)	OVBERE	on my neck, that shit gon' cost you / Swear like half a brick, 'fore I turned 21 I was fuckin	https://genius.com/Harry-carter-ovbere-lyrics	kilo term; num near kilo (21); plausible $K
0.28	2024	hako	TROUBLE. (PROD VENNY)	those / I’on like yo block, I just spin back / Twenty [birds?] for a [chair?] thats a V-neck / Wheres	https://genius.com/Hako-trouble-prod-venny-lyrics	kilo term; num near kilo (twenty); plausible $K
0.28	2025	Esham	30 Gucci Purses	up that's what the word is / Thirty Gucci bags half a brick for the murders / Hit you with the	https://genius.com/Esham-30-gucci-purses-lyrics	kilo term; num near kilo (thirty g); plausible $K
0.28	2025	Lil Pingus & Lil Peenguin	YSL	got 28 pants all from Rick / Alex McQueen, yeah it cost me a brick / And no joke like 300 watches	https://genius.com/Lil-pingus-and-lil-peenguin-ysl-lyrics	kilo term; num near kilo (30); plausible $K
0.28	2026	Lil Poppa	Dirty Piss	"you stressin?"", I need thirty-six, bitch, I need a brick (Bitch, I need thirty-six) / I need a brick"	https://genius.com/Lil-poppa-dirty-piss-lyrics	kilo term; num near kilo (thirty-six); plausible $K
0.26	2015	iLoveMakonnen (Ft. Migos & Rich The Kid)	Whip It (Remix)	the block, we got quality / Breaking my wrist, tryna whip a key / I was 12 with a felony / Sipping lean	https://genius.com/Ilovemakonnen-whip-it-remix-lyrics	kilo term; num near kilo (12); plausible $K; drug context; other drug
0.26	2020	Conway the Machine & The Alchemist	Calvin	this is? / Yeah, it's coke / Yes, but that's a kilo of coke / How much it's worth? / Twenty	https://genius.com/Conway-the-machine-and-the-alchemist-calvin-lyrics	kilo term; num within 50ch (twenty); plausible $K; drug context
0.26	2024	Joe Biden & Donald Trump (Ft. Dana Bash & Jake Tapper)	First 2024 Presidential Debate	Jake Tapper (00:32): / We are live from Georgia, a key battleground state in the race for the White House	https://genius.com/Joe-biden-and-donald-trump-first-2024-presidential-debate-annotated	kilo term; num within 50ch (32); plausible $K; drug context
0.26	2011	Boldy James & Chuck Inglish	JIMBO	It's four quarters in a O, sixty-four in a 'bow / Thirty-six a quarter crow, brick of blow	https://genius.com/Boldy-james-and-chuck-inglish-jimbo-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; drug context
0.26	2014	Slim Thug (Ft. Yo Gotti)	1st n 15th (I'm Addicted Skit)	"have another hit."" Trap house jumping on the first and fifteenth / From a G to a key I'm all"	https://genius.com/Slim-thug-1st-n-15th-im-addicted-skit-lyrics	kilo term; num within 50ch (fifteen); plausible $K; drug context
0.26	2020	PFV (Ft. O.T. Genasis)	Savior	t never soft / See sheriff then I'm jumping off / Thirty pounds for a key nigga / Money talks I don	https://genius.com/Pfv-savior-lyrics	"kilo term; num near kilo (one); implausible value 1; ""for a brick""; drug context; other drug"
0.26	2024	Big Hit, Hit-Boy & The Alchemist (Ft. Boldy James)	Godfather, Pt. 2	6 / On lanes, what you need? Nah, nah, whip up a brick (Skrrt, skrrt) / Disrespect mine, I'll whip it	https://genius.com/Big-hit-hit-boy-and-the-alchemist-godfather-pt-2-lyrics	kilo term; num within 50ch (6); plausible $K; drug context
